"Date","TemperatureCMax","TemperatureCMin","TemperatureCAvg","TdAvgC","HrAvg","WindkmhDir","WindkmhInt","WindkmhGust","PresslevHp","Precmm","TotClOct","lowClOct","VisKm","station_ID"
"12/31/2024","8.2","3.2","6.7","5.1","89.7","SW","17.6","46.8","1026.8","0.0","8.0","7.9","13.4","06260"
"12/30/2024","6.1","2.9","4.4","4.1","97.3","SSW","13.8","32.4","1028.7","0.9","8.0","7.8","3.0","06260"
"12/29/2024","3.4","0.1","1.5","1.2","97.5","SSW","8.1","21.6","1028.9","0.0","---","---","2.1","06260"
"12/28/2024","3.7","-0.1","1.9","1.5","98.1","S","5.3","18.0","1032.6","0.0","7.2","7.6","1.7","06260"
"12/27/2024","7.4","3.2","5.5","5.2","98.8","SE","6.9","14.4","1036.0","0.1","---","---","2.4","06260"
"12/26/2024","9.6","7.2","8.6","8.3","98.0","SSW","8.3","25.2","1034.7","0.4","8.0","7.8","3.3","06260"
"12/25/2024","8.6","4.4","6.6","6.5","98.4","SSW","9.6","25.2","1027.5","3.1","---","8.0","2.5","06260"
"12/24/2024","8.5","2.5","5.5","2.7","83.5","WNW","10.2","54.0","1019.5","1.5","5.8","6.0","24.4","06260"
"12/23/2024","7.5","3.3","5.4","2.0","79.3","WNW","17.3","50.4","1001.8","11.2","6.6","5.7","25.9","06260"
"12/22/2024","10.2","6.4","8.3","5.9","85.4","SW","20.3","50.4","1004.7","5.3","7.7","7.0","21.8","06260"
"12/21/2024","7.5","4.2","6.4","4.2","85.8","SW","17.1","39.6","1016.3","0.7","8.0","7.4","26.2","06260"
"12/20/2024","12.1","4.4","6.2","3.4","83.7","WNW","13.8","54.0","1006.7","8.6","5.9","4.5","24.0","06260"
"12/19/2024","13.4","8.6","11.7","9.9","87.8","SSW","25.7","64.8","1004.7","7.7","8.0","6.8","22.6","06260"
"12/18/2024","9.4","6.4","8.0","6.2","88.3","SSW","15.8","36.0","1021.6","0.1","8.0","7.9","25.3","06260"
"12/17/2024","10.5","7.1","9.1","7.3","89.2","WSW","15.0","39.6","1028.6","0.8","7.7","7.0","27.7","06260"
"12/16/2024","11.0","6.2","9.2","8.3","92.9","WSW","17.6","43.2","1026.0","0.1","8.0","8.0","14.1","06260"
"12/15/2024","6.2","2.2","4.7","3.7","92.5","SW","12.0","32.4","1019.9","2.9","7.7","6.8","18.1","06260"
"12/14/2024","2.3","0.5","1.5","-0.6","85.8","S","11.7","25.2","1024.5","0.3","8.0","7.9","7.5","06260"
"12/13/2024","4.5","2.2","3.4","2.6","94.8","E","8.0","21.6","1030.9","0.4","8.0","8.0","6.4","06260"
"12/12/2024","3.9","2.4","3.1","1.3","88.8","NE","7.4","25.2","1032.4","0.1","8.0","8.0","12.8","06260"
"12/11/2024","5.3","3.9","4.8","2.1","82.4","NE","15.0","36.0","1031.4","0.0","8.0","7.8","29.0","06260"
"12/10/2024","6.9","4.8","5.9","3.1","82.7","NE","20.3","50.4","1028.9","0.0","8.0","7.8","39.2","06260"
"12/09/2024","7.1","5.8","6.5","4.4","86.8","NNE","16.8","43.2","1017.1","0.2","8.0","7.1","32.4","06260"
"12/08/2024","10.5","6.4","7.6","6.1","90.4","S","19.4","54.0","992.6","5.1","7.3","6.9","19.6","06260"
"12/07/2024","10.0","4.9","7.8","4.8","81.7","WSW","20.7","64.8","1009.2","2.6","8.0","7.5","15.6","06260"
"12/06/2024","11.1","5.1","7.8","6.2","89.1","SSW","22.7","68.4","1005.2","20.9","8.0","7.2","12.1","06260"
"12/05/2024","5.5","3.0","4.8","3.7","92.2","S","10.5","36.0","1024.3","1.2","7.9","7.4","16.4","06260"
"12/04/2024","8.3","-0.7","4.4","1.8","84.2","W","7.5","25.2","1021.5","0.0","6.1","6.3","39.8","06260"
"12/03/2024","11.5","5.9","9.1","7.5","90.9","SW","14.0","32.4","1012.1","6.8","7.5","5.8","24.8","06260"
"12/02/2024","10.1","1.7","6.6","4.1","83.3","S","14.9","32.4","1016.3","2.2","7.7","7.6","23.8","06260"
"12/01/2024","6.8","0.8","4.9","1.8","79.6","SSE","9.9","25.2","1025.8","0.0","6.9","6.9","39.0","06260"
"11/30/2024","7.6","-0.9","3.2","1.2","86.9","SE","11.1","25.2","1030.3","0.0","4.8","6.4","26.4","06260"
"12/01/2024","6.8","0.8","4.9","1.8","79.6","SSE","9.9","25.2","1025.8","0.0","6.9","6.9","39.0","06260"
"11/30/2024","7.6","-0.9","3.2","1.2","86.9","SE","11.1","25.2","1030.3","0.0","4.8","6.4","26.4","06260"
"11/29/2024","10.2","-0.6","5.6","2.9","84.1","WNW","6.3","25.2","1028.9","0.0","4.9","5.8","36.9","06260"
"11/28/2024","11.3","5.2","8.0","6.1","87.5","SW","20.3","64.8","1012.2","11.5","6.7","6.1","27.2","06260"
"11/27/2024","10.1","2.7","6.7","5.1","90.0","SSW","12.8","43.2","1017.5","0.7","5.6","6.5","20.4","06260"
"11/26/2024","16.2","6.7","10.0","7.7","87.9","SW","15.9","43.2","1006.8","4.0","7.1","6.9","22.0","06260"
"11/25/2024","17.1","11.5","15.4","8.2","61.6","S","25.2","50.4","1002.4","0.1","8.0","8.0","44.4","06260"
"11/24/2024","11.5","1.5","6.6","3.9","81.7","S","22.7","54.0","1007.6","9.6","7.8","7.7","36.5","06260"
"11/23/2024","6.2","1.2","3.5","1.4","86.1","SW","13.5","46.8","1007.7","5.9","7.6","6.7","38.1","06260"
"11/22/2024","4.7","-2.8","0.9","-0.9","88.2","SW","8.9","43.2","996.4","3.3","6.0","5.0","30.5","06260"
"11/21/2024","5.7","0.3","2.2","0.6","89.9","WSW","10.4","39.6","1001.7","12.2","6.9","6.2","29.8","06260"
"11/20/2024","5.3","0.4","2.7","1.7","93.8","NW","10.2","36.0","995.0","4.4","7.2","6.4","28.6","06260"
"11/19/2024","7.9","3.4","5.2","3.6","89.3","SSE","8.4","25.2","1005.5","8.2","7.6","7.4","29.1","06260"
"11/18/2024","9.7","4.2","6.5","3.4","81.8","W","12.0","46.8","1009.8","12.9","6.7","5.8","35.9","06260"
"11/17/2024","9.2","7.9","8.6","7.0","89.8","SW","14.4","39.6","1014.1","5.2","8.0","7.4","14.7","06260"
"11/16/2024","10.2","7.7","9.1","7.1","87.6","SSW","9.6","28.8","1024.4","0.0","8.0","7.5","12.5","06260"
"11/15/2024","11.6","4.2","8.6","7.2","91.7","NNW","6.0","25.2","1028.6","0.1","7.7","6.8","15.2","06260"
"11/14/2024","11.9","3.1","9.7","8.4","89.9","WNW","5.9","14.4","1030.7","0.2","8.0","7.2","17.6","06260"
"11/13/2024","10.9","2.4","6.6","4.8","89.5","NNE","9.0","36.0","1033.8","0.0","6.5","6.8","12.8","06260"
"11/12/2024","13.6","8.4","10.3","7.8","85.0","NNW","14.1","39.6","1029.3","3.8","5.2","5.0","26.0","06260"
"11/11/2024","11.1","7.5","9.4","8.2","91.8","SSW","7.7","21.6","1028.0","1.3","7.9","7.8","6.5","06260"
"11/10/2024","7.9","5.3","7.1","6.7","96.6","SE","6.3","14.4","1025.7","0.6","8.0","7.8","3.8","06260"
"11/09/2024","5.4","4.1","5.0","3.4","89.1","ESE","9.6","25.2","1026.6","0.0","8.0","7.9","5.6","06260"
"11/08/2024","6.8","3.2","4.7","4.1","97.0","ESE","12.3","25.2","1032.2","0.0","8.0","8.0","3.6","06260"
"11/07/2024","9.9","6.8","8.3","7.1","92.6","SE","6.6","18.0","1032.2","0.0","8.0","8.0","4.2","06260"
"11/06/2024","11.7","0.3","6.9","6.0","92.8","S","4.8","14.4","1025.2","0.0","5.0","7.3","6.9","06260"
"11/05/2024","13.7","0.2","7.0","5.4","89.7","E","9.8","25.2","1025.8","0.0","3.5","4.4","14.3","06260"
"11/04/2024","13.4","0.5","5.6","4.3","91.9","ENE","4.7","14.4","1029.6","0.0","2.6","4.8","11.8","06260"
"11/03/2024","13.0","0.8","7.1","4.8","87.9","ENE","6.9","21.6","1031.8","0.0","3.8","6.9","17.8","06260"
"11/02/2024","11.6","9.5","11.0","10.5","96.4","SW","8.4","25.2","1025.9","0.4","8.0","7.5","5.3","06260"
"11/01/2024","14.8","4.9","10.6","8.9","90.6","SW","5.6","21.6","1025.9","0.0","5.6","7.9","8.7","06260"
"10/31/2024","15.0","11.8","12.8","12.0","95.3","WNW","2.4","10.8","1028.6","0.2","8.0","7.8","17.3","06260"
"11/01/2024","14.8","4.9","10.6","8.9","90.6","SW","5.6","21.6","1025.9","0.0","5.6","7.9","8.7","06260"
"10/31/2024","15.0","11.8","12.8","12.0","95.3","WNW","2.4","10.8","1028.6","0.2","8.0","7.8","17.3","06260"
"10/30/2024","14.0","12.1","13.2","13.0","98.3","SW","8.4","25.2","1025.1","4.1","8.0","7.7","4.3","06260"
"10/29/2024","14.6","10.4","13.1","11.8","91.6","SSW","14.3","36.0","1022.8","3.8","8.0","7.7","16.3","06260"
"10/28/2024","17.0","6.4","11.4","9.3","88.4","SW","7.4","25.2","1022.6","0.0","5.8","6.0","20.4","06260"
"10/27/2024","19.3","9.9","14.7","13.4","91.6","SSE","7.1","25.2","1015.6","0.5","6.5","6.5","14.1","06260"
"10/26/2024","18.8","8.6","13.0","11.8","92.6","SE","6.9","21.6","1017.7","0.0","4.6","6.9","10.3","06260"
"10/25/2024","14.6","4.3","11.1","9.5","88.9","SE","11.3","25.2","1020.8","0.1","3.3","7.3","15.0","06260"
"10/24/2024","15.3","4.0","9.4","8.9","97.5","SE","6.6","14.4","1032.0","0.1","5.4","7.2","1.5","06260"
"10/23/2024","16.5","7.5","11.9","9.5","86.0","SW","10.2","32.4","1030.9","0.0","4.1","5.7","23.1","06260"
"10/22/2024","15.3","9.2","12.9","11.5","92.4","SW","8.4","25.2","1023.1","10.7","6.7","6.8","14.5","06260"
"10/21/2024","17.9","13.7","15.7","12.6","82.1","SSW","18.9","46.8","1016.4","0.8","7.9","7.7","36.0","06260"
"10/20/2024","15.9","13.5","14.6","12.6","88.3","S","11.0","32.4","1015.8","2.1","8.0","7.4","33.9","06260"
"10/19/2024","17.6","12.6","15.0","14.4","96.5","WNW","4.4","14.4","1013.5","0.2","7.6","7.5","5.2","06260"
"10/18/2024","20.0","14.8","16.8","15.4","91.7","SW","7.5","39.6","1012.7","4.1","8.0","7.4","21.6","06260"
"10/17/2024","20.4","11.7","16.4","13.2","80.5","SE","15.9","32.4","1008.2","0.2","7.3","7.6","41.5","06260"
"10/16/2024","14.5","4.6","11.1","8.7","83.7","ESE","16.4","39.6","1016.3","0.0","7.7","7.3","35.0","06260"
"10/15/2024","12.1","2.1","6.7","5.1","90.3","E","6.5","18.0","1019.0","0.0","4.5","5.5","19.0","06260"
"10/14/2024","13.5","6.6","9.5","6.3","82.1","W","8.6","43.2","1017.8","1.2","7.8","7.3","32.7","06260"
"10/13/2024","12.2","5.6","10.0","7.2","81.7","SSW","14.6","43.2","1007.7","3.0","7.2","6.8","37.4","06260"
"10/12/2024","13.1","1.7","7.1","4.6","86.1","SSW","6.6","25.2","1016.9","0.9","3.5","5.4","24.9","06260"
"10/11/2024","14.6","4.1","10.3","7.1","82.3","WNW","9.3","39.6","1006.3","0.3","6.2","6.3","38.7","06260"
"10/10/2024","16.0","12.2","13.8","12.4","91.5","S","10.1","39.6","987.6","1.9","7.8","7.3","23.6","06260"
"10/09/2024","18.2","13.1","15.5","12.2","81.7","S","13.2","36.0","996.4","0.0","7.2","6.2","44.2","06260"
"10/08/2024","18.8","13.6","15.7","12.5","81.6","S","11.9","36.0","999.8","0.7","7.0","6.7","35.6","06260"
"10/07/2024","15.5","7.3","12.7","9.7","81.4","SSE","15.2","43.2","1003.0","0.5","6.7","7.0","39.5","06260"
"10/06/2024","15.4","1.0","8.9","5.8","81.2","SE","8.0","25.2","1015.6","0.0","2.0","6.1","36.3","06260"
"10/05/2024","16.0","0.9","7.2","4.8","86.6","ENE","5.0","18.0","1021.8","0.0","0.8","3.3","19.8","06260"
"10/04/2024","15.1","1.3","8.3","4.9","82.1","NNE","9.5","39.6","1021.1","0.0","0.6","2.3","33.6","06260"
"10/03/2024","12.2","5.2","9.8","7.7","87.2","NE","11.0","32.4","1015.6","0.0","5.0","7.5","37.5","06260"
"10/02/2024","14.4","11.0","12.6","11.6","93.6","SSW","11.0","43.2","1006.1","3.6","8.0","7.6","22.3","06260"
"10/01/2024","14.8","8.7","12.7","11.2","90.1","SSE","18.3","39.6","1005.9","18.7","7.9","7.2","24.2","06260"
"10/01/2024","14.8","8.7","12.7","11.2","90.1","SSE","18.3","39.6","1005.9","18.7","7.9","7.2","24.2","06260"
"09/30/2024","14.3","4.7","10.5","6.4","75.6","ESE","12.5","32.4","1021.2","0.0","6.3","6.9","42.1","06260"
"09/29/2024","14.9","4.4","9.7","6.8","83.9","W","8.1","32.4","1024.1","1.2","4.7","5.3","27.3","06260"
"09/28/2024","13.7","7.1","11.2","8.9","86.9","WSW","15.8","68.4","1003.0","14.4","6.3","5.6","28.9","06260"
"09/27/2024","19.3","12.3","15.2","12.1","82.0","SSW","20.4","61.2","990.2","6.0","6.8","6.3","42.3","06260"
"09/26/2024","18.1","13.8","15.1","12.7","86.0","S","12.2","36.0","997.0","10.4","8.0","6.4","27.8","06260"
"09/25/2024","19.4","11.2","14.9","12.9","87.4","SSW","12.2","32.4","1002.5","4.7","7.5","6.9","22.9","06260"
"09/24/2024","21.4","10.7","15.7","13.3","87.8","S","10.2","36.0","1005.7","4.3","3.5","4.0","20.4","06260"
"09/23/2024","24.0","11.1","18.0","15.0","82.8","ESE","5.9","21.6","1011.9","0.0","8.0","7.9","22.4","06260"
"09/22/2024","24.4","9.9","16.1","12.4","81.5","E","5.9","25.2","1018.5","0.0","2.2","6.0","19.6","06260"
"09/21/2024","22.8","10.2","17.2","12.3","75.1","ENE","12.9","36.0","1021.3","0.0","0.2","---","27.0","06260"
"09/20/2024","22.4","14.2","16.9","14.5","86.6","NE","13.2","36.0","1023.9","0.0","1.8","6.3","7.8","06260"
"09/19/2024","22.0","13.3","17.1","14.7","86.4","NE","13.1","32.4","1027.2","0.0","3.2","5.4","10.1","06260"
"09/18/2024","20.0","13.3","16.3","13.0","81.9","NE","14.7","39.6","1029.2","0.0","6.3","6.3","33.3","06260"
"09/17/2024","19.3","9.0","14.8","12.7","87.0","N","10.4","39.6","1027.5","1.0","4.8","5.4","32.7","06260"
"09/16/2024","19.0","7.6","13.9","11.2","83.7","SW","5.3","21.6","1025.6","0.0","5.8","6.0","25.9","06260"
"09/15/2024","18.1","5.1","11.0","7.2","79.8","WSW","5.0","21.6","1029.9","0.0","5.1","7.2","27.2","06260"
"09/14/2024","17.0","3.4","10.3","6.9","81.7","NNW","9.0","39.6","1027.7","0.8","2.7","4.0","29.7","06260"
"09/13/2024","15.4","4.7","9.5","6.5","83.9","WNW","6.8","28.8","1015.9","0.0","3.0","4.8","29.5","06260"
"09/12/2024","15.1","7.4","10.5","7.6","83.8","WSW","10.4","54.0","1007.3","7.9","5.8","5.7","36.3","06260"
"09/11/2024","16.8","10.1","13.7","11.8","89.5","SW","16.4","50.4","1004.9","57.4","7.2","6.1","18.1","06260"
"09/10/2024","22.0","11.8","16.1","12.1","77.6","W","9.6","39.6","1007.7","4.3","7.3","7.2","41.9","06260"
"09/09/2024","21.9","12.0","17.1","12.9","78.5","S","10.5","39.6","1006.0","0.0","5.8","6.1","40.8","06260"
"09/08/2024","26.3","17.6","21.6","17.5","78.4","SE","9.2","25.2","1009.8","0.8","6.8","7.3","33.8","06260"
"09/07/2024","27.2","17.3","21.0","17.2","81.5","SE","8.6","32.4","1011.2","24.5","5.7","6.6","11.8","06260"
"09/06/2024","28.7","17.3","23.0","15.9","65.0","ENE","15.3","39.6","1009.4","0.0","2.9","6.4","34.1","06260"
"09/05/2024","21.6","14.2","17.7","16.4","91.9","NE","6.0","25.2","1015.6","0.2","8.0","7.9","10.9","06260"
"09/04/2024","23.5","16.4","19.6","17.8","90.0","SSW","7.7","25.2","1014.7","5.8","8.0","7.5","9.5","06260"
"09/03/2024","29.0","16.0","22.6","18.3","78.2","WSW","5.6","25.2","1012.2","0.0","6.8","6.6","24.5","06260"
"09/02/2024","29.8","16.0","22.8","18.0","75.5","E","11.0","28.8","1013.7","0.0","5.1","6.8","26.7","06260"
"09/01/2024","23.1","14.8","18.4","13.2","72.3","NE","14.3","39.6","1021.1","0.0","3.4","5.1","31.2","06260"
"08/31/2024","22.8","13.8","18.2","12.2","69.4","NE","11.6","28.8","1023.7","0.0","7.8","7.8","33.0","06260"
"09/01/2024","23.1","14.8","18.4","13.2","72.3","NE","14.3","39.6","1021.1","0.0","3.4","5.1","31.2","06260"
"08/31/2024","22.8","13.8","18.2","12.2","69.4","NE","11.6","28.8","1023.7","0.0","7.8","7.8","33.0","06260"
"08/30/2024","25.8","12.9","18.9","15.0","80.6","WNW","6.5","25.2","1019.1","0.0","7.5","7.4","22.2","06260"
"08/29/2024","28.7","13.6","21.1","16.8","78.5","SSE","7.1","32.4","1013.8","0.0","2.5","4.6","21.8","06260"
"08/28/2024","24.8","9.9","17.2","12.5","77.1","SE","6.5","25.2","1019.2","0.0","2.1","5.7","21.7","06260"
"08/27/2024","21.9","9.7","15.8","12.3","81.4","SSW","10.8","36.0","1021.7","0.0","6.9","6.8","27.2","06260"
"08/26/2024","20.4","13.7","16.4","10.9","70.7","SSW","14.3","43.2","1020.3","0.0","4.5","5.1","40.2","06260"
"08/25/2024","27.1","13.1","18.5","15.4","82.9","SSW","14.3","61.2","1007.8","7.8","6.0","6.0","38.7","06260"
"08/24/2024","23.4","12.7","18.1","14.4","80.5","SW","14.9","57.6","1007.4","1.8","6.8","6.6","33.8","06260"
"08/23/2024","22.7","14.6","19.7","12.1","61.2","SSW","17.0","50.4","1007.1","0.0","7.4","7.4","41.0","06260"
"08/22/2024","19.9","12.3","16.3","10.0","66.8","SW","14.3","39.6","1015.6","0.0","6.8","7.0","41.7","06260"
"08/21/2024","23.9","12.6","17.5","14.4","83.5","SSW","11.3","36.0","1011.0","12.0","5.4","6.4","25.3","06260"
"08/20/2024","22.9","12.5","18.1","12.5","70.9","SSE","9.6","25.2","1015.8","0.0","5.0","7.0","26.1","06260"
"08/19/2024","23.3","9.3","16.1","12.1","79.6","NW","6.5","28.8","1015.2","0.0","4.1","5.4","28.5","06260"
"08/18/2024","23.2","13.2","17.8","12.5","74.3","NE","5.7","21.6","1012.3","0.0","5.7","7.2","40.6","06260"
"08/17/2024","21.5","13.5","18.0","17.1","95.5","NW","5.9","25.2","1014.2","9.9","6.7","6.0","20.9","06260"
"08/16/2024","25.5","18.5","21.6","16.2","71.7","SW","15.0","43.2","1014.9","0.0","5.6","5.8","32.0","06260"
"08/15/2024","24.2","16.4","20.7","18.4","87.6","W","5.3","21.6","1013.5","0.0","7.1","7.1","15.1","06260"
"08/14/2024","30.7","18.1","23.7","19.4","78.8","W","7.5","28.8","1009.7","4.1","7.2","7.3","23.1","06260"
"08/13/2024","30.9","18.9","25.4","19.1","69.4","SE","9.9","28.8","1009.5","0.0","1.9","5.6","36.5","06260"
"08/12/2024","27.8","16.4","21.7","15.1","67.3","ENE","9.2","25.2","1019.2","0.0","0.7","1.7","41.0","06260"
"08/11/2024","24.8","14.3","20.5","14.2","69.0","WSW","9.3","36.0","1020.7","0.0","5.5","5.5","34.3","06260"
"08/10/2024","24.2","13.7","19.1","15.6","82.3","WSW","13.1","43.2","1015.6","1.0","5.1","6.0","27.2","06260"
"08/09/2024","24.1","18.0","21.3","14.3","65.3","SW","15.0","43.2","1014.2","0.1","6.5","6.5","34.8","06260"
"08/08/2024","23.4","15.9","19.5","12.3","64.7","WSW","10.2","36.0","1013.4","0.0","6.8","6.8","41.2","06260"
"08/07/2024","29.5","16.2","22.4","16.2","70.9","SSW","8.6","32.4","1010.1","3.0","7.1","7.3","32.3","06260"
"08/06/2024","24.2","12.8","18.6","13.8","77.0","SSW","7.8","25.2","1013.2","0.0","0.9","3.5","23.9","06260"
"08/05/2024","20.9","14.7","17.8","12.5","72.2","NW","6.8","21.6","1015.3","0.0","7.5","7.5","37.1","06260"
"08/04/2024","24.7","14.4","20.0","16.4","80.9","WSW","10.7","36.0","1011.9","1.0","7.6","6.7","30.6","06260"
"08/03/2024","26.5","15.9","20.2","15.5","76.3","SSW","4.8","28.8","1011.7","0.0","4.8","6.3","25.5","06260"
"08/02/2024","23.2","14.1","19.1","15.3","79.4","NE","6.8","21.6","1012.8","0.0","6.9","7.4","34.0","06260"
"08/01/2024","27.1","16.0","21.5","15.2","70.6","NE","10.0","25.2","1014.2","0.0","5.4","7.0","42.5","06260"
"08/01/2024","27.1","16.0","21.5","15.2","70.6","NE","10.0","25.2","1014.2","0.0","5.4","7.0","42.5","06260"
"07/31/2024","29.5","14.9","23.0","15.1","63.0","N","7.1","21.6","1016.2","0.0","4.2","5.5","40.6","06260"
"07/30/2024","25.8","14.0","20.2","13.9","69.6","ESE","8.3","25.2","1020.6","0.0","1.6","3.8","42.1","06260"
"07/29/2024","23.6","10.6","17.6","12.4","74.0","N","7.7","25.2","1025.8","0.0","3.8","4.5","38.9","06260"
"07/28/2024","23.1","13.1","18.7","13.7","74.1","W","7.1","21.6","1016.6","0.0","3.2","5.8","31.5","06260"
"07/27/2024","22.7","10.0","17.0","13.7","83.1","W","6.9","28.8","1012.0","0.0","6.0","6.3","25.8","06260"
"07/26/2024","23.9","16.5","19.6","16.1","81.2","SSW","11.1","36.0","1010.9","5.7","8.0","7.5","22.7","06260"
"07/25/2024","22.1","11.3","17.1","11.7","73.2","NW","8.0","21.6","1019.4","0.0","3.7","5.9","38.6","06260"
"07/24/2024","23.0","15.8","18.8","15.1","80.0","WNW","10.8","36.0","1017.9","1.5","6.5","5.9","36.0","06260"
"07/23/2024","23.8","17.1","20.5","15.2","72.6","SW","11.9","36.0","1016.2","0.2","6.6","6.2","37.5","06260"
"07/22/2024","22.2","12.1","18.5","16.2","87.1","WNW","7.4","28.8","1011.4","5.9","6.0","6.8","36.8","06260"
"07/21/2024","30.0","18.0","23.4","17.7","73.3","SE","7.7","32.4","1007.2","0.2","5.8","6.8","31.2","06260"
"07/20/2024","28.9","15.2","21.9","17.0","75.2","ESE","6.3","18.0","1015.8","0.0","4.3","6.9","38.0","06260"
"07/19/2024","27.0","14.5","20.9","15.5","72.8","ENE","6.5","21.6","1021.4","0.0","6.4","7.3","30.9","06260"
"07/18/2024","22.9","11.4","17.3","13.6","80.6","WNW","7.1","28.8","1021.7","0.0","6.2","6.7","27.3","06260"
"07/17/2024","21.4","14.8","17.3","14.2","82.1","SW","14.4","43.2","1012.6","1.8","6.4","5.9","37.6","06260"
"07/16/2024","24.6","15.8","20.0","14.5","72.8","S","9.9","43.2","1008.8","2.4","6.3","7.5","35.3","06260"
"07/15/2024","21.4","10.1","16.6","11.3","72.7","SW","11.7","46.8","1012.3","0.0","4.6","4.9","32.5","06260"
"07/14/2024","16.8","9.7","14.4","11.4","82.8","SW","12.2","39.6","1011.8","1.7","5.1","5.5","31.0","06260"
"07/13/2024","15.4","13.7","14.3","13.1","92.5","WNW","11.6","36.0","1011.6","26.3","8.0","6.8","26.4","06260"
"07/12/2024","20.8","13.5","17.0","13.0","78.2","WNW","9.0","28.8","1016.8","0.0","7.6","7.2","36.4","06260"
"07/11/2024","23.6","14.0","18.7","14.7","78.6","SW","12.3","36.0","1015.2","5.7","6.0","6.1","37.5","06260"
"07/10/2024","28.2","16.4","20.9","16.4","76.6","SSE","9.9","46.8","1012.4","13.1","8.0","5.7","23.4","06260"
"07/09/2024","21.6","15.1","18.2","12.3","68.8","SSE","9.9","28.8","1017.1","0.0","7.0","7.0","42.5","06260"
"07/08/2024","18.0","11.0","14.7","11.7","82.8","SSW","11.0","39.6","1013.5","1.4","5.4","7.0","34.6","06260"
"07/07/2024","20.5","11.9","15.7","10.7","74.2","SW","20.3","75.6","1004.8","1.0","5.2","4.9","40.2","06260"
"07/06/2024","17.7","13.7","16.1","14.3","88.7","SSW","12.5","39.6","1005.7","0.6","8.0","7.2","27.4","06260"
"07/05/2024","18.2","14.2","15.9","9.3","65.9","WSW","16.7","43.2","1008.8","0.0","6.0","5.8","30.3","06260"
"07/04/2024","17.4","12.7","14.5","12.0","85.5","SW","11.9","39.6","1006.9","16.0","7.6","6.7","28.2","06260"
"07/03/2024","18.2","8.3","14.3","10.3","78.5","NW","9.9","32.4","1014.0","0.6","7.3","7.2","35.5","06260"
"07/02/2024","19.0","13.8","16.5","11.7","74.3","W","12.0","36.0","1015.5","4.0","7.9","7.0","36.7","06260"
"07/01/2024","22.2","12.1","16.9","12.5","77.0","WNW","10.7","36.0","1012.0","1.1","6.6","6.7","39.5","06260"
"07/01/2024","22.2","12.1","16.9","12.5","77.0","WNW","10.7","36.0","1012.0","1.1","6.6","6.7","39.5","06260"
"06/30/2024","24.9","14.4","19.7","13.8","70.4","NNW","8.4","25.2","1010.7","0.9","8.0","8.0","37.7","06260"
"06/29/2024","21.5","9.2","15.9","10.5","73.3","WSW","10.2","39.6","1017.0","0.0","5.1","5.9","35.9","06260"
"06/28/2024","28.7","15.5","22.3","14.5","63.7","WSW","13.2","36.0","1009.5","0.0","4.3","5.4","35.2","06260"
"06/27/2024","30.2","16.4","23.9","16.7","68.3","ENE","6.2","28.8","1009.6","0.0","0.6","2.5","29.4","06260"
"06/26/2024","28.3","17.4","23.1","16.1","66.4","NE","9.5","28.8","1014.2","0.0","0.6","2.8","38.5","06260"
"06/25/2024","26.4","14.7","20.8","14.1","67.6","ENE","6.9","21.6","1018.9","0.0","0.9","3.0","40.2","06260"
"06/24/2024","23.7","10.4","17.9","12.7","74.9","WNW","6.2","28.8","1020.4","0.0","2.3","5.5","31.0","06260"
"06/23/2024","20.6","10.0","15.8","12.5","81.9","W","7.8","32.4","1015.0","0.0","4.1","5.8","25.7","06260"
"06/22/2024","19.9","12.6","16.0","13.7","86.8","W","8.7","25.2","1011.6","0.9","6.3","6.7","22.3","06260"
"06/21/2024","21.1","12.1","17.4","12.9","75.3","NNE","7.8","21.6","1017.5","0.0","7.9","7.9","39.6","06260"
"06/20/2024","19.9","9.4","14.9","10.3","76.2","NNE","10.2","28.8","1021.1","0.0","3.8","4.3","41.4","06260"
"06/19/2024","17.9","13.1","15.6","14.1","91.8","NNE","6.2","18.0","1014.5","3.1","7.4","7.2","13.8","06260"
"06/18/2024","21.0","10.6","16.0","10.9","74.9","SW","8.6","36.0","1012.7","0.0","6.2","6.2","35.1","06260"
"06/17/2024","18.6","11.2","14.5","11.5","83.2","SSW","11.3","39.6","1006.5","9.2","7.0","6.5","33.2","06260"
"06/16/2024","17.6","12.4","14.3","10.3","77.6","SSW","19.4","54.0","1003.8","2.6","6.8","6.3","41.0","06260"
"06/15/2024","18.3","12.3","14.9","12.5","86.6","S","13.5","50.4","1003.1","6.1","8.0","7.2","29.4","06260"
"06/14/2024","19.0","11.9","15.2","9.3","69.3","SSW","10.8","36.0","1012.1","0.0","7.4","7.6","39.0","06260"
"06/13/2024","15.3","8.9","11.5","7.9","79.9","WNW","8.7","36.0","1019.4","0.7","7.8","7.4","33.8","06260"
"06/12/2024","16.0","8.9","12.1","8.4","79.4","W","10.5","36.0","1017.0","1.1","6.2","6.0","37.0","06260"
"06/11/2024","15.4","7.9","10.7","9.1","90.8","WSW","13.4","50.4","1007.7","17.7","6.7","5.9","27.1","06260"
"06/10/2024","16.7","10.6","13.9","7.8","68.9","W","11.7","39.6","1009.2","2.4","7.0","6.7","37.5","06260"
"06/09/2024","19.0","5.2","12.4","9.2","82.3","WSW","11.7","43.2","1011.8","0.3","4.5","5.8","28.6","06260"
"06/08/2024","19.2","7.0","13.9","8.3","71.8","SW","11.3","36.0","1016.5","0.0","3.8","6.8","26.7","06260"
